crop,moisture,Temperature,pump,id,temperature,pressure,altitude,soilmiosture,note,status,class,date,time,Unnamed: 0,sensor_0,sensor_1,sensor_2,sensor_3,sensor_4,sensor_5,sensor_6,sensor_7,sensor_8,sensor_9,sensor_10,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_16,sensor_17,sensor_18,sensor_19,parcel_0,parcel_1,parcel_2,CropType,CropDays,SoilMoisture,Humidity,Irrigation,Hour,Day,Month,Year,DateTime,DayOfWeek,Season,PumpVoltage,PumpCurrent,IrrigationDuration,Energy_Consumption
0,638.0,16.0,1.0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.39121756487026,39.3812375249501,,,,,,,,Autumn,220,5,30,550.0
0,522.0,18.0,1.0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.39121756487026,39.3812375249501,,,,,,,,Autumn,220,5,30,550.0
0,741.0,22.0,1.0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.39121756487026,39.3812375249501,,,,,,,,Autumn,220,5,30,550.0
0,798.0,32.0,1.0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.39121756487026,39.3812375249501,,,,,,,,Autumn,220,5,30,550.0
0,690.0,28.0,1.0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.39121756487026,39.3812375249501,,,,,,,,Autumn,220,5,30,550.0
0,558.0,23.0,1.0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.39121756487026,39.3812375249501,,,,,,,,Autumn,220,5,30,550.0
0,578.0,12.0,1.0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.39121756487026,39.3812375249501,,,,,,,,Autumn,220,5,30,550.0
0,673.0,35.0,1.0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.39121756487026,39.3812375249501,,,,,,,,Autumn,220,5,30,550.0
0,642.0,45.0,1.0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.39121756487026,39.3812375249501,,,,,,,,Autumn,220,5,30,550.0
0,723.0,11.0,1.0,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,411.39121756487026,39.3812375249501,,,,,,,,Autumn,220,5,30,550.0
